Title,Artist,Cluster
"Gecko (Overdrive) - Radio Edit","Oliver Heldens",2
"Ghetto Gospel","2Pac",2
"Gimme That","Chris Brown",0
"Goodies (feat. Petey Pablo)","Ciara",2
"High Hopes","Kodaline",0
"Homemade Dynamite (Feat. Khalid & Post Malone & SZA) - REMIX","Lorde",0
"I Cry","Flo Rida",2
"I Don't Like It. I Love It (feat. Robin Thicke & Verdine White)","Flo Rida",2
"I Got U","Duke Dumont",0
"I'm A Believer","Smash Mouth",2
"I'm Upset","Drake",1
"Impossible","Shontelle",0
"Into You (feat. Tamia)","Fabolous",1
"It's A Vibe","2 Chainz",0
"Leave (Get Out)","JoJo",0
"Light On","Maggie Rogers",0
"Lighters","Bad Meets Evil",0
"Locked Up","Akon",0
"Lose Control (feat. Ciara & Fat Man Scoop)","Missy Elliott",2
"Love Don't Cost a Thing","Jennifer Lopez",2
"Love Is A Losing Game","Amy Winehouse",1
"Lucky","Britney Spears",2
"LUV","Tory Lanez",1
"m.A.A.d city","Kendrick Lamar",0
"Mad Love","Mabel",1
"Milkshake","Kelis",2
"Move Your Feet","Junior Senior",2
"My Chick Bad","Ludacris",2
"Never Say Never","The Fray",1
"New Shoes","Paolo Nutini",2
"No Money","Galantis",2
"Post Malone (feat. RANI)","Sam Feldt",2
"Prayer in C - Robin Schulz Radio Edit","Lilly Wood and The Prick",2
"Purple Pills","D12",2
"Put On","Jeezy",1
"Rock The Boat","Aaliyah",0
"Rolex","Ayo & Teo",2
"Rumour Has It","Adele",2
"Shake It","Metro Station",1
"Shape of You","Ed Sheeran",2
"Sing","Travis",1
"Snap Yo Fingers","Lil Jon",2
"Stereo Love - Edit","Edward Maya",2
"Summer Love","Justin Timberlake",0
"Talking Body","Tove Lo",0
"The London (feat. J. Cole & Travis Scott)","Young Thug",0
"There for You","Martin Garrix",0
"Thinking About You (feat. Ayah Marar)","Calvin Harris",2
"This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016)","David Guetta",0
"Try Again","Aaliyah",2
"T-Shirt","Migos",1
"Unwell","Matchbox Twenty",0
"Uptown Girl - Radio Edit","Westlife",2
"#thatPOWER","will.i.am",0
"(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version","Sean Paul",2
"2U (feat. Justin Bieber)","David Guetta",1
"Adorn","Miguel",1
"Alive","Empire of the Sun",0
"All I Ever Wanted - Radio Edit","Basshunter",1
"All The Right Moves","OneRepublic",1
"Anaconda","Nicki Minaj",2
"Beautiful","Snoop Dogg",2
"Better in Time","Leona Lewis",1
"Black Betty - Edit","Spiderbait",0
"Blah Blah Blah (feat. 3OH!3)","Kesha",2
"Blame It","Jamie Foxx",1
"Bonfire Heart","James Blunt",0
"Breathe","Faith Hill",0
"Burn","Ellie Goulding",0
"Crush","David Archuleta",1
"Dance Wiv Me - Radio Edit","Dizzee Rascal",2
"Dancing in the Moonlight","Toploader",2
"Daughters","John Mayer",0
"Don't Stop the Party (feat. TJR)","Pitbull",2
"Easy Love","Sigala",2
"Everyday","Logic",1
"Everytime","Britney Spears",0
"Fall for You","Secondhand Serenade",1
"Five More Hours","Deorro",2
"gone girl","iann dior",0
"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion",2
"Hotter Than Hell","Dua Lipa",2
"I Don't Mind (feat. Juicy J)","Usher",0
"I Hope You Dance","Lee Ann Womack",1
"I Wanna Go","Britney Spears",2
"I Wanna Know","Joe",1
"If I Were a Boy","Beyoncé",0
"I'm N Luv (Wit a Stripper) (feat. Mike Jones)","T-Pain",1
"I'm Real (feat. Ja Rule) - Murder Remix","Jennifer Lopez",0
"In My Head","Jason Derulo",2
"Independent Women Pt. 1","Destiny's Child",2
"Jealous - Remix","Nick Jonas",0
"Just You and I","Tom Walker",0
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack","Christina Aguilera",2
"Lean Back","Terror Squad",2
"Let Me Think About It","Ida Corr",2
"Let's Go (feat. Ne-Yo)","Calvin Harris",2
"Let's Love","David Guetta",0
"Like You (feat. Ciara)","Bow Wow",0
"MAMACITA","Black Eyed Peas",0
"Melawan Restu","Mahalini",0
"Mountain at My Gates","Foals",2
"My Way (feat. Monty)","Fetty Wap",2
"Naughty Girl","Beyoncé",2
"Now You're Gone (feat. DJ Mental Theo's Bazzheadz) - Video Edit","Basshunter",1
"One (Your Name) - Radio Edit","Swedish House Mafia",2
"Overnight Celebrity","Twista",2
"Read All About It Pt. III","Emeli Sandé",0
"Red Lights","Tiësto",2
"Reload - Radio Edit","Sebastian Ingrosso",0
"Ridin' Solo","Jason Derulo",0
"Save The World","Swedish House Mafia",0
"Scream","Usher",2
"Sexbomb","Tom Jones",2
"Smile","Uncle Kracker",1
"Somethin' Stupid","Robbie Williams",2
"Something","Lasgo",1
"Sorry","Beyoncé",0
"Started From the Bottom","Drake",0
"Suit & Tie (feat. Jay-Z)","Justin Timberlake",0
"Take a Walk","Passion Pit",0
"Teach Me How to Dougie","Cali Swag District",0
"The Ketchup Song (Aserejé) - Spanglish Version","Las Ketchup",1
"The Sound","The 1975",2
"The Way","Ariana Grande",2
"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis",2
"Tiimmy Turner","Desiigner",0
"Toothbrush","DNCE",2
"Underneath Your Clothes","Shakira",1
"Weak","Larissa Lambert",0
"What's My Name?","Rihanna",2
"When We Stand Together","Nickelback",1
"Where the Party At (feat. Nelly)","Jagged Edge",2
"You Don't Know Me (feat. RAYE)","Jax Jones",2
"Young Forever","JAY-Z",1
"Akhir Tak Bahagia","Misellia",0
"America","Razorlight",0
"As I Am (feat. Khalid)","Justin Bieber",0
"Beautiful","Akon",2
"Berzerk","Eminem",2
"BIG BANK (feat. 2 Chainz & Big Sean & Nicki Minaj)","YG",1
"Blurry","Puddle Of Mudd",1
"Breakaway","Kelly Clarkson",1
"Breakeven","The Script",0
"C.H.R.I.S.Y.E.","Diskoria",0
"Can't Help but Wait","Trey Songz",2
"Capsize","FRENSHIP",0
"Come on over Baby (All I Want Is You) - Radio Version","Christina Aguilera",2
"Dirty Little Secret","The All-American Rejects",1
"Fight For This Love","Cheryl",2
"Final Song","MØ",0
"Fire","Kasabian",0
"Get Right","Jennifer Lopez",0
"Golden Skans","Klaxons",1
"Heaven","DJ Sammy",1
"Hero (feat. Josey Scott)","Chad Kroeger",1
"Hide Away","Daya",2
"Hideaway","Kiesza",0
"Hypnotized","Purple Disco Machine",2
"Hypnotized (feat. Akon)","Plies",2
"I Need a Girl (Pt. 1) [feat. Usher & Loon]","Diddy",2
"It's Been Awhile","Staind",0
"It's Goin' Down (feat. Nitti)","Yung Joc",2
"Keisha & Becky - Remix","Russ Millions",1
"late at night","Roddy Ricch",0
"Let It Rock","Kevin Rudolf",0
"Lights - Single Version","Ellie Goulding",2
"Little L","Jamiroquai",2
"Lola's Theme - Radio Edit","The Shapeshifters",2
"Magic (feat. Rivers Cuomo)","B.o.B",2
"Melukis Senja","Budi Doremi",0
"Memories (feat. Kid Cudi)","David Guetta",1
"Misery","Maroon 5",2
"Miss Independent","Ne-Yo",1
"Need to Know","Doja Cat",0
"Never Let You Go","Shouse",2
"Never Let You Go - 2008 Remaster","Third Eye Blind",2
"No Letting Go","Wayne Wonder",0
"Not Over You","Gavin DeGraw",1
"One","Mary J. Blige",1
"Ordinary People","John Legend",0
"Outnumbered","Dermot Kennedy",1
"Patience","Take That",1
"Post Malone (feat. RANI)","Sam Feldt",2
"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",1
"Rake It Up (feat. Nicki Minaj)","Yo Gotti",1
"Release Me","Agnes",2
"Satisfaction - Isak Original Extended","Benny Benassi",0
"Say Hey (I Love You) (feat. Cherine Tanya Anderson)","Michael Franti & Spearhead",2
"She's So Lovely","Scouting For Girls",1
"Silhouettes - Original Radio Edit","Avicii",2
"Slow Down - 12"" Version","Bobby V.",1
"Solar Power","Lorde",2
"Somebody","Natalie La Rose",2
"Stuck Like Glue","Sugarland",2
"t r a n s p a r e n t s o u l feat. Travis Barker","WILLOW",0
"Take Me Back to London (feat. Stormzy)","Ed Sheeran",2
"Take You There","Sean Kingston",2
"That's the Way It Is","Céline Dion",2
"The Man Who Can't Be Moved","The Script",0
"The Riddle","Gigi D'Agostino",2
"Thotiana","Blueface",0
"Till the World Ends","Britney Spears",1
"Tonight (I'm Fuckin' You)","Enrique Iglesias",0
"Trumpets","Jason Derulo",2
"Turn Me On (feat. Nicki Minaj)","David Guetta",0
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)","Donell Jones",2
"Warwick Avenue","Duffy",1
"Way down We Go","KALEO",0
"We Made You","Eminem",2
"White Walls (feat. ScHoolboy Q & Hollis)","Macklemore & Ryan Lewis",2
"Who Let The Dogs Out","Baha Men",2
"Wish You Were Mine - Radio Edit","Philip George",0
"X (feat. Maluma & Ozuna) - Remix","Nicky Jam",1
"XO","Beyoncé",1
"You Don't Know My Name","Alicia Keys",1
"You Give Me Something","James Morrison",0
"Your Song - Bonus Track","Ellie Goulding",0
"24K Magic","Bruno Mars",2
"34+35 Remix (feat. Doja Cat & Megan Thee Stallion) - Remix","Ariana Grande",2
"6 Foot 7 Foot","Lil Wayne",0
"Ain't No Other Man","Christina Aguilera",2
"All Good Things (Come To An End)","Nelly Furtado",0
"Animal","Neon Trees",1
"Back To Sleep","Chris Brown",2
"Bananza (Belly Dancer)","Akon",2
"Bed","J. Holiday",2
"Belum Siap Kehilangan","Stevan Pasaribu",1
"Black Horse And The Cherry Tree","KT Tunstall",2
"Body Party","Ciara",0
"Bootylicious","Destiny's Child",2
"Bring Em Out","T.I.",2
"Caught Up","Usher",2
"Deja Vu (feat. Jay-Z)","Beyoncé",0
"Do It To It","Cherish",2
"Don't Be so Shy - Filatov & Karas Remix","Imany",2
"Don't Mind","Kent Jones",1
"Flex (Ooh Ooh Ooh)","Rich Homie Quan",2
"Fuck It (I Don't Want You Back)","Eamon",0
"Glamorous","Fergie",2
"Gold Dust - Radio Edit","DJ Fresh",1
"Good Girls Go Bad (feat. Leighton Meester)","Cobra Starship",2
"Good People","Jack Johnson",1
"Grind With Me","Pretty Ricky",0
"HandClap","Fitz and The Tantrums",2
"Heartbeat Song","Kelly Clarkson",1
"Heartbreak Warfare","John Mayer",0
"Here","Alessia Cara",0
"I Hate This Part","The Pussycat Dolls",0
"I Like It","Enrique Iglesias",2
"I Will Follow You into the Dark","Death Cab for Cutie",0
"I Won't Let You Go","James Morrison",0
"Incomplete","Sisqo",0
"It Feels So Good","Sonique",1
"Jai Ho! (You Are My Destiny)","A.R. Rahman",2
"Laffy Taffy","D4L",0
"Left Outside Alone","Anastacia",0
"Like a Boy","Ciara",1
"Like Glue","Sean Paul",2
"Lisztomania","Phoenix",0
"Love Lockdown","Kanye West",0
"Luxurious","Gwen Stefani",2
"Money On My Mind","Sam Smith",2
"No Brainer","DJ Khaled",1
"Old Thing Back (feat. Ja Rule and Ralph Tresvant)","Matoma",2
"Pound The Alarm","Nicki Minaj",2
"Pretty Girl Rock","Keri Hilson",1
"Put It On Me","Ja Rule",2
"Russian Roulette","Rihanna",0
"Sexy Can I","Ray J",1
"Shackles (Praise You)","Mary Mary",2
"Slow Motion","JUVENILE",1
"STARSTRUKK (feat. Katy Perry)","3OH!3",1
"Stay The Night - Featuring Hayley Williams Of Paramore","Zedd",0
"Still Fly","Big Tymers",1
"Superstar (feat. Matthew Santos)","Lupe Fiasco",0
"Take A Picture","Filter",0
"Tears Dry On Their Own","Amy Winehouse",0
"The Tide Is High - Radio Mix","Atomic Kitten",2
"Touch Me (Radio Edit) [feat. Cassandra]","Rui Da Silva",2
"Trick Me","Kelis",2
"Turn Up the Music","Chris Brown",2
"U Don't Have to Call","Usher",2
"Ugly Heart","G.R.L.",0
"Watch Me (Whip / Nae Nae)","Silentó",2
"We No Speak Americano (Edit)","Yolanda Be Cool",2
"What You Know","T.I.",0
"Whole Again","Atomic Kitten",2
"Wiggle (feat. Snoop Dogg)","Jason Derulo",2
"You Know I'm No Good","Amy Winehouse",2
"All For You","Janet Jackson",2
"All Rise","Blue",2
"Angels","The xx",0
"Antisocial (with Travis Scott)","Ed Sheeran",2
"Beg for You (feat. Rina Sawayama)","Charli XCX",2
"Boasty (feat. Idris Elba)","Wiley",0
"Boyfriend","Justin Bieber",0
"Breathe Me","Sia",0
"Can't Let You Go (feat. Mike Shorey & Lil' Mo)","Fabolous",1
"Cool Girl","Tove Lo",0
"Dancing On My Own","Robyn",0
"Desert Rose","Sting",0
"Die A Happy Man","Thomas Rhett",1
"Don't Be so Hard on Yourself","Jess Glynne",2
"Don't Phunk With My Heart","Black Eyed Peas",2
"Don't Wake Me Up","Chris Brown",0
"Don't Wanna Go Home","Jason Derulo",2
"Fergalicious","Fergie",2
"Galvanize","The Chemical Brothers",0
"German","EO",2
"Get It Shawty","Lloyd",2
"Ghost","Ella Henderson",0
"Good Grief","Bastille",2
"Hella Good","No Doubt",2
"Hey Daddy (Daddy's Home)","Usher",0
"Hey Mama","Black Eyed Peas",2
"Holy Grail","JAY-Z",1
"How Low","Ludacris",1
"I Follow Rivers - The Magician Remix","Lykke Li",0
"I Luv Your Girl","The-Dream",0
"I Predict A Riot","Kaiser Chiefs",1
"I'm Outta Love - Radio Edit","Anastacia",2
"In Your Eyes","Kylie Minogue",2
"It's Gonna Be Me","*NSYNC",1
"Joker And The Thief","Wolfmother",1
"Let Me Hold You (feat. Omarion)","Bow Wow",1
"Lose My Breath","Destiny's Child",2
"Lost Without U","Robin Thicke",2
"Make Me Feel","Janelle Monáe",2
"Meant to Live","Switchfoot",1
"Motivation","Kelly Rowland",1
"Mundian To Bach Ke","Panjabi MC",2
"My My My","Armand Van Helden",2
"Na Na","Trey Songz",0
"Never Be Like You","Flume",0
"Never Leave You (Uh Oooh, Uh Oooh)","Lumidee",1
"Peaches & Cream","112",1
"Rehab","Amy Winehouse",2
"RITMO (Bad Boys For Life)","Black Eyed Peas",2
"Rockin' That Shit","The-Dream",0
"Same Love (feat. Mary Lambert)","Macklemore & Ryan Lewis",0
"Sexual","NEIKED",2
"So Gone","Monica",0
"So Good","B.o.B",2
"Sunshine (feat. Lea)","Lil' Flip",2
"Swimming Pools (Drank) - Extended Version","Kendrick Lamar",0
"test drive","Ariana Grande",0
"The Game of Love (feat. Michelle Branch) - Main / Radio Mix","Santana",2
"The Only Exception","Paramore",1
"The Seed (2.0)","The Roots",2
"This Love","Maroon 5",2
"Underneath It All","No Doubt",2
"Want U Back","Cher Lloyd",2
"We Be Burnin'","Sean Paul",2
"We'll Be Coming Back (feat. Example)","Calvin Harris",2
"What a Girl Wants","Christina Aguilera",2
"World of Our Own","Westlife",2
"Air Force Ones","Nelly",1
"Animals - Radio Edit","Martin Garrix",0
"Bad (feat. Rihanna) - Remix","Wale",0
"Bounce (feat. Kelis) - Radio Edit","Calvin Harris",2
"Broccoli (feat. Lil Yachty)","DRAM",2
"Call on Me (Ryan Riback Remix)","Starley",2
"Came Here for Love","Sigala",2
"Changed the Way You Kiss Me - Radio Edit","Example",0
"Counting Stars","OneRepublic",0
"Don't Lie","Black Eyed Peas",2
"Everytime We Touch - Radio Edit","Cascada",1
"Girls Like (feat. Zara Larsson)","Tinie Tempah",2
"Gucci Gang","Lil Pump",2
"GUMMO","6ix9ine",1
"Hanging By A Moment","Lifehouse",2
"Happy","Ashanti",2
"Hot","INNA",2
"Hotel Room Service","Pitbull",2
"How You Gonna Act Like That","Tyrese",0
"I Cry","Flo Rida",2
"I Knew You Were Trouble.","Taylor Swift",0
"If I Die Young","The Band Perry",0
"If You're Not The One","Daniel Bedingfield",0
"I'll Be There","Jess Glynne",0
"I'll Show You","Justin Bieber",1
"It's My Life","No Doubt",2
"Izzo (H.O.V.A.)","JAY-Z",2
"Kickstarts","Example",2
"Like I Love You","Justin Timberlake",2
"Makes Me Wonder","Maroon 5",2
"Me, Myself and I","Beyoncé",0
"Never Had A Dream Come True","S Club 7",0
"No Diggity","HÄWK",0
"No Such Thing","John Mayer",2
"Oh (feat. Ludacris)","Ciara",0
"Omen - Radio Edit","Disclosure",2
"One Step At a Time","Jordin Sparks",2
"One Wish","Ray J",2
"Outta Control - Remix","50 Cent",0
"Overprotected - Radio Edit","Britney Spears",2
"Pocketful of Sunshine","Natasha Bedingfield",2
"Promise","Ciara",0
"Pure Shores","All Saints",0
"Rack City","Tyga",0
"Rocketeer","Far East Movement",0
"Roll Up","Wiz Khalifa",2
"Salt Shaker","Ying Yang Twins",0
"Save Room","John Legend",0
"Shawty (feat. T Pain)","Plies",0
"Sorry","Madonna",1
"Take My Breath - Single Version","The Weeknd",2
"That Don't Impress Me Much - International Mix","Shania Twain",2
"U and Dat (feat. T. Pain & Kandi Girl)","E-40",0
"Video Games","Lana Del Rey",0
"Wanna Get To Know You","G-Unit",2
"Wasted","Tiësto",0
"All I Have (feat. LL Cool J)","Jennifer Lopez",0
"All In My Head (Flex) (feat. Fetty Wap)","Fifth Harmony",2
"Born to Make You Happy","Britney Spears",2
"Bump Bump Bump (feat. P. Diddy)","B2K",2
"Bust It Baby Pt. 2 (feat. Ne-Yo)","Plies",2
"Can't Hold Us Down (feat. Lil' Kim)","Christina Aguilera",2
"Climax","Usher",0
"Come With Me - Radio Edit","Special D.",1
"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",2
"Don't Leave","Snakehips",0
"Don't Stop Movin'","S Club 7",2
"Drinking from the Bottle (feat. Tinie Tempah)","Calvin Harris",2
"Evacuate The Dancefloor","Cascada",2
"F**kin' Perfect","P!nk",0
"Fill Me In","Craig David",2
"Fine China","Chris Brown",2
"Gangsta Lovin'","Eve",2
"Gimme the Light","Sean Paul",2
"Hands on the Wheel (feat. Asap Rocky)","ScHoolboy Q",0
"Heart Skips a Beat (feat. Rizzle Kicks)","Olly Murs",2
"Hemorrhage (In My Hands)","Fuel",1
"Higher","Taio Cruz",2
"Hurtin' Me","Stefflon Don",1
"I Don't Feel Like Dancin'","Scissor Sisters",2
"I Just Wanna Love U (Give It 2 Me)","JAY-Z",2
"I'm Not Alone - Radio Edit","Calvin Harris",1
"Just a Friend 2002 - Radio Edit","Mario",2
"Just Fine","Mary J. Blige",2
"Just Hold On","Steve Aoki",0
"Last Night","Keyshia Cole",2
"Leavin'","Jesse McCartney",2
"Man's Not Hot","Big Shaq",2
"More Than A Woman","Aaliyah",2
"Ms. New Booty","Bubba Sparxxx",2
"My Neck My Back (Lick It)","Khia",2
"Not Nice","PARTYNEXTDOOR",2
"Of The Night","Bastille",0
"Oh Boy","Cam’ron",2
"One Call Away","Chingy",1
"One Day Like This","Elbow",1
"One Love","Blue",2
"Over And Over","Nelly",1
"Party Like A Rock Star","Shop Boyz",1
"Pullin' Me Back","Chingy",0
"Putus Atau Terus","Judika",0
"Rollout (My Business)","Ludacris",2
"Scars","Papa Roach",0
"Shortie Like Mine (feat. Chris Brown & Johntá Austin)","Bow Wow",2
"Soldier (feat. T.I. & Lil' Wayne)","Destiny's Child",2
"Sorry","Joel Corry",2
"Southside","Lloyd",0
"Starlight - Radio Edit","The Supermen Lovers",2
"Summer Paradise (feat. Sean Paul) - Single Version","Simple Plan",1
"Supalonely (feat. Gus Dapperton)","BENEE",2
"Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit","LMC",2
"THE FORMULA","will.i.am",0
"The Great Escape","BOYS LIKE GIRLS",1
"Used To Love (with Dean Lewis)","Martin Garrix",0
"Vossi Bop","Stormzy",1
"Wait","Maroon 5",0
"What You Waiting For?","Gwen Stefani",2
"X (with KAROL G)","Jonas Brothers",2
"Year 3000","Busted",2
"A New Day Has Come - Radio Remix","Céline Dion",0
"Addictive","Truth Hurts",0
"Blind Faith","Chase & Status",1
"Cater 2 U","Destiny's Child",0
"CoCo","O.T. Genasis",0
"Earthquake (feat. Tinie Tempah)","Labrinth",1
"Faded","ZHU",2
"Feel the Love (feat. John Newman)","Rudimental",1
"Feels (feat. Pharrell Williams & Katy Perry & Big Sean)","Calvin Harris",2
"Freek-A-Leek","Petey Pablo",2
"Fun (feat. Chris Brown)","Pitbull",2
"Get Back","Ludacris",1
"Halfcrazy","Musiq Soulchild",0
"Heartbroken - Edit","T2",2
"How To Love","Lil Wayne",1
"I Can","Nas",2
"I Know You Want Me (Calle Ocho)","Pitbull",2
"I Tried","Bone Thugs-N-Harmony",0
"I'm a Thug","Trick Daddy",2
"Imma Be","Black Eyed Peas",0
"Jumanji","B Young",0
"Know Me Too Well (with Danna Paola)","New Hope Club",2
"Lean Wit It, Rock Wit It","Dem Franchize Boyz",2
"Let Me Hold You (Turn Me On)","Cheat Codes",0
"Make It Rain","Fat Joe",1
"Make Me Better","Fabolous",0
"Money Maker","Ludacris",0
"Move Along","The All-American Rejects",2
"Murder On The Dancefloor","Sophie Ellis-Bextor",2
"Next To Me","Emeli Sandé",0
"Nobody To Love - Radio Edit","Sigma",1
"Omen","The Prodigy",1
"Oops (Oh My) [feat. Missy Elliott]","Tweet",1
"Over","Drake",0
"PILLOWTALK","ZAYN",0
"Pretty Green Eyes - Radio Edit","Ultrabeat",1
"Pretty Wings - uncut","Maxwell",0
"Ready For Your Love","Gorgon City",0
"Rise & Fall (feat. Sting)","Craig David",2
"Shalala Lala","Vengaboys",2
"She Said","Plan B",1
"Starships","Nicki Minaj",2
"Tattoo","Jordin Sparks",1
"The Heart Wants What It Wants","Selena Gomez",2
"The Logical Song","Scooter",1
"This Is Love","will.i.am",0
"Truth Hurts","Lizzo",1
"Try Sleeping with a Broken Heart","Alicia Keys",2
"Turn My Swag On","Soulja Boy",1
"Waiting All Night (feat. Ella Eyre)","Rudimental",1
"Wanksta","50 Cent",2
"Wavin' Flag","K'NAAN",2
"Wish You Well","Sigala",2
"Work Hard Play Hard","Wiz Khalifa",1
"You & Me","Marc E. Bassy",0
"You Belong With Me","Taylor Swift",1
"Alarm","Anne-Marie",2
"Born To Die","Lana Del Rey",0
"Cool","Gwen Stefani",2
"Cruise","Florida Georgia Line",1
"Diamonds From Sierra Leone - Remix","Kanye West",0
"Diary (feat. Tony! Toni! Tone! & Jermaine Paul)","Alicia Keys",0
"Everyday I Love You Less And Less","Kaiser Chiefs",1
"Fit but You Know It","The Streets",1
"Floating Through Space","Sia",0
"Get It On Tonite","Montell Jordan",2
"Get Up (feat. Chamillionaire)","Ciara",2
"Gettin' Over You (feat. Fergie & LMFAO)","David Guetta",1
"Handbags And Gladrags","Stereophonics",1
"Heard It All Before","Sunshine Anderson",2
"Holiday","Dizzee Rascal",2
"I Like That","Houston",0
"I Love College","Asher Roth",2
"Ice Box","Omarion",2
"Idioteque","Radiohead",1
"If Tomorrow Never Comes","Ronan Keating",0
"In Those Jeans","Ginuwine",0
"Let It Go","Keyshia Cole",2
"Life Is A Rollercoaster","Ronan Keating",2
"London Bridge","Fergie",2
"Make Luv","Room 5",2
"Mesmerize","Ja Rule",0
"Miss You","Aaliyah",0
"Music","Madonna",2
"Need U (100%) (feat. A*M*E) - Radio Edit","Duke Dumont",2
"Nine Million Bicycles","Katie Melua",0
"On Fire","Lloyd Banks",0
"Ruby","Kaiser Chiefs",0
"Say Yes","Floetry",0
"Scandalous - U.S. Radio Edit","Mis-Teeq",2
"Selfish Love (with Selena Gomez)","DJ Snake",0
"Sex","Cheat Codes",0
"Somebody That I Used To Know","Gotye",2
"Sorry Seems To Be The Hardest Word","Blue",0
"Spotlight","Jennifer Hudson",2
"Stand Up","Ludacris",2
"Stay (feat. Maty Noyes)","Kygo",0
"Thank God I Found You (feat. Joe & 98°)","Mariah Carey",0
"The Man","Aloe Blacc",0
"Too Close","Alex Clare",0
"Turn Off The Light","Nelly Furtado",1
"Untouched","The Veronicas",1
"What You Got","Colby O'Donis",0
"White Noise","Disclosure",2
"Your Body","Pretty Ricky",0
"5 Years Time","Noah And The Whale",2
"A Little Less Conversation - JXL Radio Edit Remix","Elvis Presley",2
"Ai Se Eu Te Pego - Ao Vivo","Michel Teló",2
"All About You","McFly",0
"All Day And Night","Jax Jones",2
"Always On Time","Ja Rule",2
"Baby","Ashanti",1
"Be With You","Enrique Iglesias",2
"Breathe","Jax Jones",2
"BUTTERFLY EFFECT","Travis Scott",1
"Case Of The Ex (Whatcha Gonna Do)","Mýa",0
"Classic Man (feat. Roman GianArthur)","Jidenna",2
"Don't Forget About Us - Radio Edit","Mariah Carey",1
"Down With The Trumpets","Rizzle Kicks",2
"Escape","Enrique Iglesias",2
"Forget You","CeeLo Green",2
"Foundations","Kate Nash",2
"From Paris to Berlin","Infernal",2
"Good For You","Selena Gomez",0
"Gossip Folks (feat. Ludacris)","Missy Elliott",0
"Got Money","Lil Wayne",2
"Headsprung","LL COOL J",0
"Hey Baby","No Doubt",2
"Hey Baby (Radio Mix)","DJ Ötzi",2
"Holidae In","Chingy",2
"How Come","D12",2
"If You Come Back","Blue",2
"In For The Kill","La Roux",2
"In The Morning","Razorlight",2
"It's Like That","Mariah Carey",2
"La La La","Naughty Boy",0
"Love Sex Magic (feat. Justin Timberlake)","Ciara",2
"Mad","Ne-Yo",2
"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",1
"Millionaire","Kelis",1
"Missing You","Case",2
"Music (feat. Marvin Gaye)","Erick Sermon",2
"My Life","The Game",1
"My Place","Nelly",1
"Nessaja","Scooter",1
"Never Be The Same Again","Melanie C",1
"No Hands (feat. Roscoe Dash & Wale)","Waka Flocka Flame",0
"Not Fair","Lily Allen",2
"On the Hotline - Amended Version","Pretty Ricky",2
"Promise","Jagged Edge",2
"Rise","GABRIELLE",1
"Round Round","Sugababes",2
"Sensual Seduction","Snoop Dogg",2
"Summer On You (feat. Wulf)","Sam Feldt",2
"Sunrise","Simply Red",2
"Sweet About Me","Gabriella Cilmi",2
"There You Go","P!nk",2
"This Ain't a Love Song","Scouting For Girls",1
"1955","Hilltop Hoods",2
"This I Promise You","*NSYNC",1
"This Is Why I'm Hot","MiMS",0
"This Town","Niall Horan",0
"Tripping","Robbie Williams",2
"Wait for You","Elliott Yamin",0
"Whataya Want from Me","Adam Lambert",1
"Written in the Stars (feat. Eric Turner)","Tinie Tempah",2
"Acceptable in the 80's","Calvin Harris",2
"Ain't It Funny","Jennifer Lopez",2
"Amazing","George Michael",2
"Baby, I'm Back","Baby Bash",2
"Bag Lady","Erykah Badu",1
"Battlefield","Jordin Sparks",1
"Beautiful Monster","Ne-Yo",2
"Beep","The Pussycat Dolls",2
"Bodak Yellow","Cardi B",2
"Chelsea Dagger","The Fratellis",1
"Cupid's Chokehold / Breakfast in America - Radio Mix","Gym Class Heroes",2
"Don't Call Me Baby","Madison Avenue",2
"Excuse Me Miss","JAY-Z",2
"Find Your Love","Drake",2
"Good Feeling","Flo Rida",2
"Hey Ma","Cam’ron",2
"Holocene","Bon Iver",1
"I Don't Feel Like Dancin'","Scissor Sisters",2
"I Would Like","Zara Larsson",0
"In the Morning","The Coral",2
"It's Over Now","112",0
"Jubel - Radio Edit","Klingande",0
"Juju on That Beat (TZ Anthem)","Zay Hilfigerrr",1
"Kota","Dere",0
"Lay It All on Me (feat. Ed Sheeran)","Rudimental",0
"Look Right Through - MK Vocal Edit","Storm Queen",2
"Move Your Body - Gabry Ponte Original Radio Edit","Eiffel 65",2
"No More","Ruff Endz",2
"Number 1","Tinchy Stryder",2
"Only U - No Intro","Ashanti",0
"Outta My System (feat. T-Pain & Johntá Austin)","Bow Wow",2
"Propane Nightmares","Pendulum",1
"Put That Woman First","Jaheim",0
"Put Your Hands Up For Detroit - Radio Edit","Fedde Le Grand",2
"Say It","Flume",0
"Shake Ya Ass","Mystikal",2
"Shine","Years & Years",0
"Sick and Tired","Anastacia",0
"Strike a Pose (feat. Aitch)","Young T & Bugsey",1
