title;artist;topgenre;year;bpm;energy;danceability ;dB;liveness;valence;duration;acousticness;speechiness ;popularity;key;mode;instrumentalness;loudness
Hurts So Good;Astrid S;alt z;2021;120;63;67;-5;9;42;209;8;5;73;2;Major;0.9711472350076764;-17.423612920570193
I Kissed A Girl;Katy Perry;pop;2008;130;76;70;-3;13;70;180;0;7;73;0;Major;0.5744800063754061;-14.921100962269406
I Need a Girl (Pt. 2) [feat. Loon & Ginuwine & Mario Winans];Diddy;dance pop;2004;200;47;71;-7;3;78;286;42;48;73;1;Minor;0.604513376597123;-50.18222831369773
I'm Like A Bird;Nelly Furtado;canadian latin;2000;90;61;62;-5;23;61;243;15;4;73;3;Major;0.5238864201432245;-1.160730361682134
I'm Still in Love with You (feat. Sasha);Sean Paul;dance pop;2022;87;67;77;-5;12;76;273;10;17;73;5;Minor;0.8192159411024196;-59.97248318968129
Jackie Chan;Tiësto;big room;2018;128;83;75;-3;6;69;216;37;5;73;9;Minor;0.647212475036613;-4.748544937105571
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix;Jennifer Lopez;dance pop;2002;100;77;85;-5;6;96;188;1;19;73;10;Minor;0.4951622346072895;-38.94042107460553
Jumpin' Jumpin';Destiny's Child;dance pop;1999;89;69;77;-5;5;68;230;1;6;73;4;Minor;0.8336967627412012;-43.42057599071747
Jumpman;Drake;canadian hip hop;2015;142;55;85;-7;33;66;206;6;19;73;8;Minor;0.7076006628407343;-47.60518595340002
King;Years & Years;gauze pop;2015;120;86;56;-4;38;43;215;6;4;73;1;Minor;0.17711530873763393;-55.76159185019125
Kiss Kiss (feat. T-Pain);Chris Brown;r&b;2007;140;66;73;-3;7;55;251;5;23;73;4;Minor;0.37614275838782774;-54.182775537587524
Look At Me Now (feat. Lil' Wayne & Busta Rhymes);Chris Brown;r&b;2011;146;68;77;-6;14;54;223;3;18;73;1;Major;0.5296913816694596;-13.289961805095444
Man Of The Year;ScHoolboy Q;gangster rap;2014;112;87;75;-5;20;37;216;1;4;73;3;Major;0.02915001196508149;-19.52927021493504
Mercy;Kanye West;chicago rap;2012;140;50;56;-9;17;43;329;7;41;73;0;Minor;0.8783148577703276;-12.02106942099369
Never Say Never;Justin Bieber;canadian pop;2011;97;81;74;-5;30;63;228;2;7;73;5;Minor;0.6150799029622702;-9.127573165333338
On The Ground;ROSÉ;k-pop;2021;189;61;31;-7;13;29;168;2;11;73;10;Minor;0.3100538060631264;-10.808770021065925
One Only;Pamungkas;indonesian pop;2018;145;52;25;-6;9;11;255;22;3;73;7;Major;0.8624111610394498;-43.428108323940556
Otro Trago;Sech;panamanian pop;2019;176;70;75;-5;11;62;226;14;34;73;7;Major;0.7803139899519494;-45.83115618468243
Party Up;DMX;east coast hip hop;1999;202;93;51;-3;50;53;269;7;35;73;10;Major;0.9957036784597487;-8.249691597457186
Pesan Terakhir;Lyodra;indonesian pop;2021;120;36;52;-9;9;14;261;43;3;73;0;Major;0.8649149819694008;-46.41928419415708
Ride;Lana Del Rey;art pop;2012;94;69;37;-6;38;19;289;13;3;73;10;Minor;0.5091814869614395;-27.48348560757914
Right Now (Na Na Na);Akon;dance pop;2008;138;86;83;-4;41;61;241;26;15;73;3;Minor;0.3615188437848069;-18.953185505037148
Roses;Outkast;atl hip hop;2003;109;71;75;-6;11;51;370;5;5;73;0;Minor;0.08525454580209912;-40.800839640781476
Same Old Love;Selena Gomez;pop;2015;98;59;67;-4;21;44;229;2;3;73;6;Major;0.4993756273068679;-9.790658579682628
She Doesn't Mind;Sean Paul;dance pop;2012;120;78;72;-5;21;62;228;0;7;73;10;Major;0.9968602232199285;-26.093501952108376
She Hates Me;Puddle Of Mudd;alternative metal;2001;110;75;58;-5;75;58;217;1;3;73;1;Minor;0.36098190002197805;-16.617943080198685
She Moves In Her Own Way;The Kooks;brighton indie;2006;153;80;41;-5;10;81;169;24;6;73;7;Major;0.5057110922889075;-50.018185546558314
Shivers;Ed Sheeran;pop;2021;141;86;79;-3;4;82;208;28;9;73;9;Major;0.026771378997024753;-18.581242535010233
Skinny Love;Birdy;neo mellow;2011;166;29;38;-8;12;17;201;95;5;73;7;Minor;0.23159800623785254;-12.367578430243753
Skinny Love;Bon Iver;chamber pop;2008;76;26;59;-14;13;11;239;85;6;73;8;Major;0.8826838948036806;-52.316298886315536
Someday;The Strokes;alternative rock;2001;106;53;54;-7;34;67;183;0;3;73;9;Major;0.9765162665721525;-59.68484907522745
Someday;Nickelback;alternative metal;2003;163;86;46;-6;23;60;207;0;4;73;0;Major;0.5210887792755043;-50.641664795122914
Sway;Michael Bublé;adult standards;2003;126;64;71;-6;9;74;188;75;3;73;7;Minor;0.1585572406531841;-21.95324053385525
Taste (feat. Offset);Tyga;hip hop;2018;98;56;88;-7;10;34;233;2;12;73;6;Major;0.5860302954714199;-3.603562041253923
Te Amo;Rihanna;barbadian pop;2009;172;71;57;-5;10;75;208;54;8;73;9;Minor;0.7197227816246116;-34.87851446106314
Time to Pretend;MGMT;alternative rock;2007;101;94;44;-3;30;42;261;0;5;73;8;Major;0.9059801946572075;-52.39170826760973
Too Little Too Late;JoJo;dance pop;2006;82;80;42;-5;8;73;222;1;6;73;7;Minor;0.275560106201732;-42.27915718911933
Touch The Sky;Kanye West;chicago rap;2005;99;85;55;-5;31;55;237;1;34;73;10;Major;0.16724025086021965;-35.197643976807186
Trouble;Cage The Elephant;modern alternative rock;2015;78;62;47;-6;10;30;226;39;3;73;1;Major;0.7487929744756889;-20.650114389560734
Tuesday (feat. Danelle Sandoval);Burak Yeter;electro house;2016;99;64;84;-6;5;68;242;2;7;73;2;Major;0.10521366313819325;-37.58432275466836
U Got It Bad;Usher;atl hip hop;2001;124;50;82;-5;7;65;248;2;3;73;7;Major;0.15385033529210612;-3.8493787993919426
U Remind Me;Usher;atl hip hop;2001;94;63;66;-5;25;73;267;19;8;73;2;Minor;0.2717451585955334;-4.602035201362099
Unfaithful;Rihanna;barbadian pop;2006;144;39;59;-9;23;35;227;84;3;73;1;Minor;0.7630542679501214;-27.570195196926043
Up;Cardi B;pop;2021;166;80;87;-6;5;82;157;0;27;73;10;Major;0.2396032789679282;-10.308280138120374
Water Under the Bridge;Adele;british soul;2015;95;83;59;-7;11;54;240;1;6;73;7;Major;0.057014798231637465;-51.40169486116831
We R Who We R;Kesha;dance pop;2010;120;82;74;-5;12;65;205;1;4;73;6;Minor;0.09188828297428431;-3.6710264492516274
What Goes Around.../...Comes Around (Interlude);Justin Timberlake;dance pop;2006;76;72;69;-5;57;43;449;12;7;73;9;Minor;0.07951928747337356;-50.96597098358216
Whatcha Say;Jason Derulo;dance pop;2010;144;71;62;-6;14;71;221;4;8;73;2;Major;0.9954819565568602;-35.101281267297864
When I Grow Up;The Pussycat Dolls;dance pop;2008;118;69;67;-6;40;37;246;0;5;73;7;Major;0.312499286434889;-42.70604763934077
Whoopty;CJ;nyc rap;2020;140;65;72;-8;13;66;123;20;13;73;10;Major;0.5003537201110437;-13.910386915389985
Without You (feat. Usher);David Guetta;big room;2012;128;61;61;-4;16;40;208;23;3;73;2;Major;0.775544031211048;-5.5965760196566805
WITHOUT YOU (with Miley Cyrus);The Kid LAROI;australian hip hop;2021;93;47;66;-6;10;47;161;17;3;73;0;Major;0.8890711027793823;-51.72810335660958
1 2 3 (feat. Jason Derulo & De La Ghetto);Sofía Reyes;latin pop;2018;95;90;79;-3;5;79;202;17;6;72;7;Minor;0.611970113044666;-47.4940609353475
7 Days;Craig David;british soul;2000;83;81;66;-7;10;89;235;23;5;72;4;Major;0.3488660786454322;-55.00906991292545
All My Friends (feat. Tinashe & Chance the Rapper);Snakehips;electropop;2015;95;52;68;-6;11;18;230;12;14;72;5;Major;0.7114940302728179;-52.79653174735289
All Night;The Vamps;boy band;2017;145;80;54;-5;33;51;198;0;4;72;11;Minor;0.3260569697406085;-31.54930853851843
Amazed;Lonestar;contemporary country;1999;140;54;56;-8;12;24;241;26;3;72;5;Minor;0.4052476575214228;-36.34499555982973
As Good As I Once Was;Toby Keith;classic oklahoma country;2005;119;87;68;-4;11;65;228;27;4;72;4;Major;0.5004020191397159;-9.512461831227917
Bad Things (with Camila Cabello);Machine Gun Kelly;ohio hip hop;2017;138;69;70;-5;19;31;239;21;15;72;7;Minor;0.1613049686040401;-33.13484870757497
Banana Pancakes;Jack Johnson;neo mellow;2005;115;37;81;-8;9;63;192;60;12;72;1;Major;0.23404804552826974;-4.403906563235452
Bangarang (feat. Sirah);Skrillex;brostep;2011;110;97;72;-2;32;58;215;1;20;72;10;Minor;0.8621469847255097;-45.51100850316201
Beautiful Soul;Jesse McCartney;dance pop;2004;90;67;66;-4;3;93;214;8;5;72;4;Major;0.31673226784603215;-11.872218777288118
BedRock;Young Money;dirty south rap;2009;148;66;73;-6;19;56;288;10;30;72;6;Minor;0.1523248457198343;-11.32471483701439
Beggin (original version);Madcon;norwegian hip hop;2007;129;80;72;-5;6;45;216;3;6;72;3;Major;0.27250782974671794;-5.7250930070674
Beverly Hills;Weezer;alternative rock;2005;88;82;69;-4;33;74;196;9;7;72;10;Minor;0.41961707097017586;-25.084127855393966
Big Girls Don't Cry (Personal);Fergie;dance pop;2006;113;64;71;-4;9;25;268;21;3;72;4;Major;0.7461172325893797;-55.03228890302418
Big Pimpin';JAY-Z;east coast hip hop;1999;138;81;88;-6;6;94;283;17;14;72;1;Major;0.9883022201493622;-30.53417519382432
Body;Megan Thee Stallion;houston rap;2020;94;73;91;-6;11;47;171;2;24;72;11;Minor;0.958436896845984;-2.443160098053987
Brianstorm;Arctic Monkeys;garage rock;2007;165;97;42;-5;9;46;173;0;19;72;0;Minor;0.2139885805809656;-39.148655829641356
Confessions Part II;Usher;atl hip hop;2004;138;47;85;-8;7;70;211;6;14;72;1;Major;0.22857805959699895;-18.27994219914249
Do It Again;Pia Mia;dance pop;2015;96;56;71;-7;9;41;208;3;5;72;3;Major;0.3837002545670174;-57.042787103564685
Donald Trump;Mac Miller;hip hop;2016;82;94;72;-5;37;80;165;3;12;72;1;Major;0.18930842091933608;-19.712708428923882
emotions;iann dior;melodic rap;2019;81;63;63;-6;14;16;131;1;4;72;8;Major;0.11418157724010491;-12.70217944357519
FEFE;6ix9ine;emo rap;2018;126;39;93;-9;14;38;179;9;41;72;3;Minor;0.6057412074580839;-42.32092569493018
Get the Party Started;P!nk;dance pop;2001;129;90;80;-3;17;96;193;0;5;72;2;Major;0.8483855161420021;-38.62379253944757
Goodbye My Lover;James Blunt;neo mellow;2005;90;26;43;-13;9;27;259;95;5;72;5;Major;0.26508249084923496;-13.156110913465412
Hold On;Justin Bieber;canadian pop;2021;140;63;66;-6;13;29;171;1;4;72;0;Major;0.8284888943441076;-31.56515041545993
Hollaback Girl;Gwen Stefani;dance pop;2004;110;92;93;-2;2;90;200;35;9;72;1;Major;0.24437984044160932;-13.917665440179313
Home;Michael Bublé;adult standards;2005;128;37;61;-9;11;35;226;84;3;72;0;Major;0.4837169015439151;-20.93724764012636
Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha);Machine Gun Kelly;ohio hip hop;2017;82;72;65;-5;5;22;203;0;21;72;8;Minor;0.43828713125800056;-39.7234373883948
I Need A Doctor;Dr. Dre;g funk;2011;156;95;59;-5;31;40;284;9;45;72;6;Major;0.3303623461761924;-44.63321065352204
If U Seek Amy;Britney Spears;dance pop;2008;130;59;72;-7;5;54;217;2;3;72;6;Major;0.8201370249352233;-36.929841903262194
I'm a Slave 4 U;Britney Spears;dance pop;2001;110;84;85;-4;11;96;204;42;11;72;4;Minor;0.3221885681742934;-32.762195156437045
I'm Sprung;T-Pain;dance pop;2005;100;33;73;-12;10;20;231;9;10;72;11;Minor;0.586298954312351;-29.66769646501268
I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne);DJ Khaled;hip hop;2017;81;67;61;-4;17;81;289;6;4;72;9;Minor;0.9458269477316812;-26.164557539255135
Irreplaceable;Beyoncé;pop;2007;176;69;45;-5;17;51;228;3;38;72;11;Major;0.5972713543065772;-33.90193209236481
iSpy (feat. Lil Yachty);KYLE;deep underground hip hop;2016;75;65;75;-7;23;67;253;38;29;72;9;Major;0.9777813721586787;-35.173297216790544
Let Her Go;Passenger;folk-pop;2013;75;55;48;-7;10;24;253;37;7;72;11;Major;0.3583821000174441;-22.633715304771684
Lollipop;Lil Wayne;hip hop;2008;148;43;83;-9;14;45;299;6;8;72;3;Major;0.5923856398563845;-5.6253875614319355
Lost Cause;Billie Eilish;art pop;2021;75;33;53;-8;6;52;212;70;25;72;1;Major;0.5607718470158762;-53.55838453221662
MotorSport;Migos;atl hip hop;2018;138;52;90;-5;33;19;303;3;18;72;4;Minor;0.15787717121831624;-30.907643447430978
My Sacrifice;Creed;alternative metal;2001;146;88;32;-6;8;26;295;0;5;72;5;Minor;0.613169919883181;-26.014090963744792
New Flame (feat. Usher & Rick Ross);Chris Brown;r&b;2014;142;63;70;-4;10;45;244;5;4;72;1;Minor;0.7439925086874812;-27.057862218011024
No Limit;G-Eazy;indie pop rap;2017;176;77;84;-4;9;41;245;1;24;72;2;Minor;0.6276419342638467;-33.89374259179272
One Time;Justin Bieber;canadian pop;2009;146;85;69;-3;8;76;216;6;4;72;4;Minor;0.0666195852148278;-34.34923815178067
Panini;Lil Nas X;lgbtq+ hip hop;2019;154;59;70;-6;12;48;115;34;8;72;8;Major;0.14351985318034377;-15.67467328798108
Play Hard (feat. Ne-Yo & Akon);David Guetta;big room;2012;130;92;69;-2;33;80;201;17;5;72;11;Major;0.7153115887915215;-5.039315358262513
Plug Walk;Rich The Kid;atl hip hop;2018;95;52;88;-7;11;16;175;20;14;72;9;Major;0.7629488752388208;-5.225603252631636
Pray For Me (with Kendrick Lamar);The Weeknd;canadian contemporary r&b;2018;101;68;74;-5;11;19;211;8;9;72;8;Major;0.07511203125781984;-47.87990733552306
Princess of China;Coldplay;permanent wave;2011;85;69;42;-6;29;24;239;0;3;72;8;Minor;0.603404747389366;-58.57666405443085
Rockstar;Nickelback;alternative metal;2005;144;91;62;-3;34;69;252;5;4;72;0;Minor;0.5573147609795401;-1.0977008479801782
Sandstorm;Darude;eurodance;2001;136;97;53;-8;8;59;225;14;5;72;5;Minor;0.38235912170765696;-41.07433096365119
Saturday Sun;Vance Joy;folk-pop;2018;100;86;64;-4;22;71;215;48;5;72;1;Major;0.7966871238882315;-53.14647785212105
Say Something (feat. Chris Stapleton);Justin Timberlake;dance pop;2018;97;63;71;-7;8;37;279;10;8;72;0;Major;0.08989887585927281;-24.649177385868974
Shut Up And Drive;Rihanna;barbadian pop;2008;133;83;74;-5;20;74;212;0;3;72;2;Minor;0.09843675090513104;-0.07687319669895487
Sing;Ed Sheeran;pop;2014;120;67;82;-4;6;94;235;30;5;72;5;Major;0.8376433299926027;-36.5256305660634
Sit Next to Me;Foster The People;indietronica;2017;97;74;64;-5;69;66;243;12;3;72;7;Minor;0.38249755334974034;-19.08849485577847
Skate;Bruno Mars;dance pop;2021;112;60;71;-8;17;70;203;4;3;72;9;Major;0.14397988871846634;-34.62640546561747
Slide Away;Miley Cyrus;pop;2019;148;54;53;-7;25;29;234;17;3;72;3;Major;0.46680659859280316;-17.962596507653792
Slow Jamz;Twista;chicago rap;2004;145;73;56;-6;28;61;316;31;17;72;1;Major;0.8671575109906818;-49.45752888963679
Smile;Lily Allen;dance pop;2006;96;64;63;-6;22;73;197;0;3;72;11;Minor;0.054404199148117005;-53.43963311504857
Sofia;Alvaro Soler;latin pop;2016;128;73;69;-6;23;91;210;11;3;72;9;Minor;0.005339246254891461;-49.246660517578306
Sonnentanz - Sun Don't Shine;Klangkarussell;austrian pop;2014;120;55;58;-8;10;16;238;10;9;72;11;Major;0.8762547133480582;-12.234112440086477
Spotlight;Marshmello;brostep;2018;150;82;55;-4;74;62;178;1;15;72;7;Minor;0.18828070841554367;-50.09313532529315
Stickwitu;The Pussycat Dolls;dance pop;2005;80;55;55;-6;7;38;208;28;6;72;5;Major;0.5025084282507313;-44.47605286208558
Stop Crying Your Heart Out;Oasis;beatlesque;2002;75;57;38;-5;8;9;303;8;3;72;8;Minor;0.7356813194056082;-46.7857356958812
Suge;DaBaby;hip hop;2019;75;66;88;-6;13;84;163;6;43;72;1;Major;0.8792181291244533;-10.057218275379718
Survivor;Destiny's Child;dance pop;2001;161;91;51;-2;78;62;254;6;41;72;9;Minor;0.6841430567208973;-11.69544710936939
Talk (feat. Disclosure);Khalid;pop;2019;136;40;90;-9;6;35;198;5;13;72;5;Major;0.19942329861531316;-43.901578476172475
The Ocean (feat. Shy Martin);Mike Perry;pop dance;2016;90;57;63;-6;10;19;183;2;3;72;2;Major;0.10228857198027086;-20.781713576667443
The Show Goes On;Lupe Fiasco;chicago rap;2011;143;89;59;-4;16;65;240;2;12;72;4;Minor;0.16422558619217809;-57.73450100584973
The Time (Dirty Bit);Black Eyed Peas;dance pop;2010;128;81;82;-8;60;44;308;7;7;72;3;Major;0.1561342309067778;-5.938720384136232
This Ain't A Scene, It's An Arms Race;Fall Out Boy;emo;2007;200;89;44;-4;3;41;212;0;6;72;2;Major;0.008190228690623913;-15.600454664139626
This Is America;Childish Gambino;atl hip hop;2018;120;46;85;-6;35;55;226;12;14;72;0;Major;0.29420961360850495;-11.66767645592212
Thong Song;Sisqo;contemporary r&b;1999;122;89;71;-7;7;71;254;12;7;72;7;Minor;0.4769309077325956;-31.709590358062794
Tonight Tonight;Hot Chelle Rae;dance rock;2011;100;78;69;-5;16;81;200;8;12;72;7;Minor;0.32465627221415416;-23.342667193154014
Turn Down for What;DJ Snake;edm;2013;100;80;82;-4;6;8;214;0;16;72;5;Minor;0.11850741100311002;-12.783384137245498
We Own It (Fast & Furious);2 Chainz;atl hip hop;2013;172;90;56;-5;5;56;228;5;40;72;6;Minor;0.06645679920112357;-39.18468433483205
Youth of the Nation;P.O.D.;alternative metal;2001;98;86;56;-8;39;52;256;1;6;72;10;Major;0.9931373752354234;-6.782419904083298
7/11;Beyoncé;pop;2014;136;71;75;-5;13;56;214;1;13;71;0;Major;0.011841021059748491;-24.12143355978644
A Milli;Lil Wayne;hip hop;2008;151;70;67;-9;19;77;222;4;28;71;0;Minor;0.41915237827719487;-54.27877663730687
After School;Weeekly;k-pop;2021;164;93;63;-2;6;74;205;1;5;71;9;Major;0.26851471193180965;-8.738537685095132
Again;Lenny Kravitz;permanent wave;2000;79;80;55;-5;11;79;232;1;3;71;5;Minor;0.9232632221290096;-39.92501666179244
Alaska;Maggie Rogers;indie pop;2019;104;39;85;-11;11;18;188;41;5;71;7;Major;0.3613888829158055;-9.952757060722192
Axel F;Crazy Frog;techno;2005;138;91;86;-3;6;79;169;28;4;71;2;Major;3.391999622448516e-05;-40.83981971964685
Bailando - Spanish Version;Enrique Iglesias;dance pop;2014;91;79;72;-4;4;96;243;5;11;71;7;Major;0.0694181468200552;-23.479229544507326
Beautiful;Christina Aguilera;dance pop;2002;76;57;46;-4;11;10;239;58;3;71;9;Major;0.9074619626476029;-39.95355090794327
Beneath Your Beautiful (feat. Emeli Sandé);Labrinth;indie poptimism;2012;84;52;56;-6;10;24;272;23;3;71;1;Minor;0.48839943753280224;-35.30774688035186
Best Thing I Never Had;Beyoncé;pop;2011;99;65;55;-4;9;30;254;14;3;71;1;Major;0.3841187497693693;-28.50507898610303
Better;Khalid;pop;2018;98;59;44;-10;14;12;229;10;10;71;9;Minor;0.721564203513467;-27.457269159871117
Boom Boom Pow;Black Eyed Peas;dance pop;2009;130;86;87;-6;13;40;251;13;7;71;11;Major;0.07751481087624568;-50.71998742397021
Bounce Back;Big Sean;detroit hip hop;2017;82;57;78;-6;13;27;222;11;14;71;3;Minor;0.5418026062013203;-56.75525677437054
Breathless;The Corrs;celtic rock;2000;127;82;61;-8;27;77;208;5;6;71;0;Minor;0.6878610764347106;-18.07626584857497
Broken Strings;James Morrison;neo mellow;2008;112;72;57;-5;8;32;250;1;3;71;6;Minor;0.9782700804753989;-28.90054194568293
Buttons;The Pussycat Dolls;dance pop;2005;211;82;56;-4;25;48;226;15;27;71;0;Major;0.6376005373291771;-41.547745774648156
Candy;Robbie Williams;dance rock;2012;116;79;72;-7;7;88;201;4;4;71;10;Minor;0.26409486019195794;-53.215865570671056
Can't Fight The Moonlight;LeAnn Rimes;contemporary country;2001;98;83;63;-6;5;63;216;40;5;71;6;Major;0.3092015163329913;-36.79029906434648
Clout (feat. Cardi B);Offset;atl hip hop;2019;140;62;92;-7;12;42;206;23;10;71;8;Major;0.6661082889919399;-3.2702907446802456
Corazón (feat. Nego do Borel);Maluma;latin pop;2018;198;74;72;-6;20;75;185;33;25;71;5;Minor;0.6750099322134715;-7.467417487718087
Country Grammar (Hot Shit);Nelly;dance pop;2000;163;66;87;-7;14;56;287;1;11;71;8;Major;0.010608802159670083;-51.32707151790023
Dakota;Stereophonics;britpop;2005;147;93;51;-3;9;31;297;13;7;71;2;Major;0.7654336476167336;-53.48533013642157
Daylight;Maroon 5;pop;2012;120;67;66;-5;26;37;225;0;3;71;11;Minor;0.3874777471415296;-33.129825289722035
Deuces (feat. Tyga & Kevin McCall);Chris Brown;r&b;2011;74;74;69;-5;8;22;277;3;11;71;4;Minor;0.8046551451888609;-7.751199332519512
Do You Remember;Jay Sean;dance pop;2009;126;67;85;-5;10;82;211;2;7;71;7;Major;0.8371010542670935;-6.323463238191842
Don't Wanna Know (feat. Kendrick Lamar);Maroon 5;pop;2018;100;61;78;-6;10;42;214;34;7;71;2;Major;0.36252088751398337;-4.0992033650509825
DONTTRUSTME;3OH!3;electropowerpop;2008;130;71;79;-4;19;51;193;2;25;71;8;Major;0.45555032986543076;-34.950514270080646
DUELE EL CORAZON (feat. Wisin);Enrique Iglesias;dance pop;2016;91;91;72;-3;14;87;200;9;10;71;10;Major;0.030141279050505787;-23.297459933342317
Fancy;Iggy Azalea;australian hip hop;2014;95;72;91;-4;5;38;200;9;7;71;4;Minor;0.03942623100199916;-38.88845208502994
Freaky Friday (feat. Chris Brown);Lil Dicky;comedy rap;2018;133;60;76;-5;11;76;217;15;22;71;2;Minor;0.5475569256164757;-37.78628165460684
Get Up (Rattle) [feat. Far East Movement] - Vocal Edit;Bingo Players;big room;2012;128;99;80;-3;30;72;167;2;6;71;4;Minor;0.3468648912868021;-1.4958226199229188
Get Ur Freak On;Missy Elliott;dance pop;2001;178;75;80;-9;10;74;211;53;25;71;9;Major;0.6357939487977179;-55.60811346236939
Gives You Hell;The All-American Rejects;alternative metal;2008;100;69;72;-6;6;55;213;2;4;71;8;Minor;0.8703796183693553;-16.997049701328685
H.O.L.Y.;Florida Georgia Line;contemporary country;2016;78;67;52;-4;7;56;194;40;3;71;8;Minor;0.5235478909498918;-38.61075085900164
Hands To Myself;Selena Gomez;pop;2015;111;50;81;-7;34;47;201;1;12;71;6;Minor;0.4623827913659564;-58.55529474304672
Haven't Met You Yet;Michael Bublé;adult standards;2009;123;73;62;-5;11;80;245;15;3;71;10;Minor;0.5634161770456124;-27.838471848013754
He Wasn't Man Enough;Toni Braxton;contemporary r&b;2000;88;95;74;-2;33;77;262;1;4;71;0;Major;0.7352308493872485;-29.474696978131888
Here;Alessia Cara;canadian contemporary r&b;2015;120;82;38;-4;8;33;199;8;10;71;7;Minor;0.17646728133854162;-38.953463006909566
Higher Power;Coldplay;permanent wave;2021;178;83;51;-6;23;49;207;1;4;71;11;Minor;0.5639236330724204;-3.340529176103253
I Believe in a Thing Called Love;The Darkness;glam metal;2003;128;85;44;-5;28;62;218;5;8;71;10;Minor;0.5157974165174646;-52.20002222271019
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit;Avicii;edm;2012;128;79;51;-4;32;64;208;33;4;71;5;Minor;0.8381779677397584;-45.27345498336118
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster;Mario Winans;celtic;2016;97;52;83;-5;12;40;257;35;5;71;3;Minor;0.7259581469410219;-57.42383378377299
I Love It (feat. Charli XCX);Icona Pop;candy pop;2013;126;91;71;-3;15;82;157;1;3;71;9;Major;0.3804608729115134;-56.10778464670201
I Write Sins Not Tragedies;Panic! At The Disco;pop;2005;170;82;57;-4;12;67;186;7;14;71;9;Minor;0.08179907228551653;-25.019227937700514
I'm On One;DJ Khaled;hip hop;2011;149;81;41;-3;63;44;296;5;32;71;2;Major;0.5673075416315402;-35.63088753960932
It Girl;Jason Derulo;dance pop;2011;92;72;67;-5;10;35;192;2;6;71;5;Minor;0.31315768728144877;-51.74503480260624
Jesus Walks;Kanye West;chicago rap;2004;87;83;64;-5;32;72;194;61;32;71;1;Major;0.07393502530206297;-29.265493019529934
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")";P!nk;dance pop;2016;163;70;63;-6;11;52;215;1;15;71;3;Major;0.9987192773989578;-10.045949241731776
Just Lose It;Eminem;detroit hip hop;2004;121;63;94;-4;28;96;249;6;5;71;2;Major;0.5104501382125062;-25.388342206726485
Keep Your Head Up;Andy Grammer;neo mellow;2011;90;78;67;-5;14;82;190;5;4;71;2;Minor;0.4533228990080471;-22.53916465389233
Kenangan Manis;Pamungkas;indonesian pop;2018;140;68;60;-7;9;72;208;5;3;71;6;Major;0.76014897502498;-44.4764219786018
King's Dead (with Kendrick Lamar & Future & James Blake);Jay Rock;conscious hip hop;2018;137;71;65;-5;13;38;230;0;30;71;0;Major;0.9008697435058539;-10.772423243600379
Lifestyles of the Rich & Famous;Good Charlotte;alternative metal;2002;106;93;62;-4;7;61;190;0;4;71;7;Minor;0.3265449880682507;-3.018582771078691
Live Like You Were Dying;Tim McGraw;contemporary country;2004;160;55;42;-8;8;42;300;49;3;71;1;Major;0.7486345078045034;-36.50052495591085
Lose Yourself to Dance (feat. Pharrell Williams);Daft Punk;electro;2013;100;66;83;-8;8;67;354;8;6;71;9;Major;0.9422694738733638;-50.483838549538035
Mercy;Duffy;british soul;2008;130;86;79;-4;13;96;220;27;3;71;11;Major;0.06505365061940016;-24.919289465126525
More - RedOne Jimmy Joker Remix;Usher;atl hip hop;2010;125;89;55;-3;35;79;220;0;5;71;10;Minor;0.9523584634885044;-32.3878269160049
Motivation;Normani;pop;2019;171;89;60;-4;30;88;194;2;10;71;0;Minor;0.6505507287345224;-50.899022122375186
My Humps;Black Eyed Peas;dance pop;2005;124;68;80;-6;11;59;327;11;22;71;9;Major;0.49677436773213923;-51.90644749488632
My Love;Westlife;boy band;2000;144;59;49;-6;26;33;232;10;3;71;3;Major;0.1428178510925776;-30.56821742480663
My Type;Saweetie;cali rap;2019;105;81;90;-6;7;59;126;0;26;71;5;Major;0.950091233038982;-45.03965176960487
Over My Head (Cable Car);The Fray;neo mellow;2005;116;73;59;-4;7;71;236;2;4;71;2;Minor;0.50906785792468;-40.11102641084903
Panda;Desiigner;pop rap;2016;145;77;58;-5;37;24;247;3;45;71;0;Major;0.3691028995245147;-54.33378601749712
Pjanoo - Radio Edit;Eric Prydz;edm;2008;126;87;61;-5;11;84;157;0;3;71;2;Major;0.07652166112842884;-52.220558237925346
Pocketful of Sunshine;Natasha Bedingfield;dance pop;2007;110;88;72;-4;8;66;203;19;5;71;4;Major;0.6468062824365444;-6.018496026171228
Post to Be (feat. Chris Brown & Jhene Aiko);Omarion;dance pop;2014;97;68;73;-6;21;70;227;7;4;71;4;Minor;0.49102516025422605;-10.013151632560835
Ready or Not;Bridgit Mendler;pop;2012;93;87;72;-4;11;75;201;0;5;71;9;Major;0.5662521376291548;-56.99654662265001
Ridin';Chamillionaire;dirty south rap;2005;143;80;79;-5;30;84;303;19;10;71;9;Minor;0.7791300471200756;-25.126118094990176
Right Above It;Lil Wayne;hip hop;2010;76;84;38;-4;58;46;272;4;36;71;0;Minor;0.04431150004922768;-51.01760878859646
